로트번호,설비,작업조,원자재공급사,용접전류,용접속도,예열온도,판두께,작업시간,습도,품질판정
LOT00930,3호기,C조,가공업체,197.0,36.99,163.1,7.05,31.4,75.9,불량
LOT00931,1호기,B조,가공업체,153.5,42.6,135.4,5.32,39.5,55.8,양품
LOT00932,1호기,B조,나공업체,154.1,43.66,186.2,5.69,47.2,59.6,양품
LOT00933,1호기,B조,가공업체,182.9,41.95,137.2,4.67,40.6,59.2,양품
LOT00934,2호기,A조,나공업체,194.7,44.61,165.1,4.65,35.9,55.7,양품
LOT00935,1호기,B조,다공업체,175.6,28.79,141.4,6.24,42.8,61.6,양품
LOT00936,3호기,B조,가공업체,218.2,31.26,140.6,5.29,33.0,62.7,불량
LOT00937,2호기,B조,가공업체,185.8,43.15,124.6,5.6,25.3,54.5,불량
LOT00938,2호기,B조,가공업체,186.8,38.73,151.3,7.08,47.9,52.9,양품
LOT00939,2호기,B조,나공업체,184.1,38.82,139.0,7.69,32.4,59.5,불량
LOT00940,3호기,B조,가공업체,175.7,51.95,,5.92,38.8,24.1,양품
LOT00941,4호기,A조,가공업체,189.8,47.03,130.8,6.37,32.7,78.0,불량
LOT00942,1호기,A조,가공업체,180.3,46.35,157.5,5.04,39.2,50.4,양품
LOT00943,1호기,C조,나공업체,187.4,37.58,131.2,5.92,42.7,37.4,양품
LOT00944,2호기,C조,다공업체,174.3,29.25,147.8,6.89,26.1,59.1,불량
LOT00945,1호기,A조,가공업체,170.0,43.29,122.1,5.05,48.1,21.0,양품
LOT00946,4호기,A조,가공업체,217.5,49.55,156.1,6.01,33.9,74.0,양품
LOT00947,3호기,B조,나공업체,191.5,34.53,150.2,5.8,24.6,38.0,양품
LOT00948,3호기,B조,다공업체,184.5,34.4,143.2,5.98,38.7,57.3,불량
LOT00949,1호기,B조,가공업체,180.8,43.88,139.9,6.21,8.0,73.8,양품
LOT00950,2호기,A조,나공업체,192.1,38.61,,6.89,33.5,72.7,양품
LOT00951,1호기,B조,가공업체,173.8,40.13,115.4,6.92,42.7,40.6,불량
LOT00952,2호기,B조,나공업체,174.8,45.69,142.0,7.23,32.9,71.4,양품
LOT00953,1호기,B조,가공업체,178.8,45.1,140.7,7.11,28.8,67.8,불량
LOT00954,1호기,C조,나공업체,171.7,31.79,152.4,7.14,32.5,52.9,양품
LOT00955,3호기,C조,다공업체,183.7,41.06,163.3,7.25,42.3,66.6,양품
LOT00956,2호기,B조,가공업체,191.2,46.42,171.3,5.96,23.3,54.4,양품
LOT00957,2호기,C조,가공업체,160.4,37.12,148.0,5.47,34.1,76.0,양품
LOT00958,3호기,B조,가공업체,202.8,42.51,145.2,5.16,34.3,68.0,불량
LOT00959,4호기,C조,나공업체,186.3,43.23,154.5,5.86,47.1,60.5,양품
LOT00960,3호기,B조,가공업체,181.6,40.28,176.8,5.14,47.0,41.3,양품
LOT00961,4호기,A조,가공업체,181.1,39.37,176.1,6.53,43.9,67.5,양품
LOT00962,3호기,C조,가공업체,165.5,41.78,182.4,5.99,36.0,56.5,양품
LOT00963,2호기,A조,다공업체,193.3,45.25,140.1,7.43,41.7,66.4,양품
LOT00964,2호기,B조,가공업체,161.2,33.97,135.6,4.15,41.9,53.2,양품
LOT00965,1호기,C조,가공업체,195.7,50.1,183.7,6.78,54.6,44.2,양품
LOT00966,4호기,C조,가공업체,172.9,43.38,,5.84,46.1,62.6,양품
LOT00967,1호기,A조,가공업체,184.9,45.42,143.1,7.87,46.4,52.7,양품
LOT00968,3호기,B조,나공업체,199.4,43.44,144.8,5.93,23.1,39.0,양품
LOT00969,2호기,B조,나공업체,164.9,48.41,173.9,7.01,36.6,50.2,양품
LOT00970,1호기,C조,가공업체,196.6,34.99,134.1,4.66,35.3,58.9,불량
LOT00971,2호기,C조,가공업체,194.1,41.85,174.6,7.36,28.8,77.9,양품
LOT00972,2호기,C조,나공업체,196.0,34.01,136.5,5.97,13.1,72.0,양품
LOT00973,4호기,C조,가공업체,179.8,39.0,138.8,7.39,39.4,52.0,양품
LOT00974,4호기,B조,가공업체,187.8,39.17,141.6,6.21,48.1,43.7,양품
LOT00975,4호기,A조,가공업체,204.4,43.32,158.5,7.68,27.4,36.5,양품
LOT00976,2호기,C조,다공업체,190.8,45.18,122.7,7.44,31.1,41.9,양품
LOT00977,3호기,A조,다공업체,182.0,55.87,122.7,6.08,42.2,59.4,불량
LOT00978,1호기,B조,가공업체,157.7,41.21,123.1,6.02,29.1,61.3,불량
LOT00979,3호기,B조,가공업체,168.4,41.79,163.1,7.27,29.2,53.5,양품
LOT00980,1호기,A조,다공업체,187.5,48.38,146.4,4.79,39.0,65.3,양품
LOT00981,3호기,A조,나공업체,183.5,42.74,116.1,5.39,48.0,78.5,불량
LOT00982,1호기,C조,다공업체,175.2,42.65,145.4,6.0,42.0,56.9,양품
LOT00983,3호기,A조,가공업체,177.0,46.02,142.3,4.87,40.5,49.7,양품
LOT00984,4호기,A조,가공업체,192.2,37.42,175.6,7.66,34.3,65.1,양품
LOT00985,2호기,C조,나공업체,174.1,42.13,125.2,6.11,31.6,50.4,불량
LOT00986,4호기,C조,나공업체,188.4,45.62,146.1,6.97,49.6,53.0,양품
LOT00987,3호기,C조,나공업체,182.2,44.41,152.4,6.38,29.0,70.4,양품
LOT00988,2호기,A조,다공업체,174.1,47.17,143.4,6.97,38.4,77.3,양품
LOT00989,2호기,B조,다공업체,167.9,44.67,134.2,5.99,43.8,76.6,양품
LOT00990,4호기,C조,가공업체,180.4,43.42,133.1,6.85,30.1,40.1,불량
LOT00991,3호기,A조,나공업체,199.6,51.7,131.0,4.65,40.4,40.0,양품
LOT00992,3호기,A조,다공업체,195.0,49.79,145.5,6.43,40.4,41.2,불량
LOT00993,4호기,B조,가공업체,192.4,35.25,123.4,4.91,28.7,46.9,양품
LOT00994,1호기,C조,다공업체,172.0,29.86,166.6,5.99,35.5,46.4,양품
LOT00995,2호기,A조,다공업체,198.4,39.39,178.3,5.91,37.2,65.7,양품
LOT00996,3호기,A조,나공업체,201.7,47.11,145.7,6.59,40.8,50.3,양품
LOT00997,2호기,A조,가공업체,197.5,35.8,137.1,5.54,27.4,37.0,양품
LOT00998,2호기,A조,가공업체,182.4,44.72,158.4,5.18,32.2,28.7,양품
LOT00999,4호기,B조,가공업체,182.1,38.2,122.3,6.15,39.7,64.2,양품
LOT01000,3호기,C조,가공업체,171.3,45.77,140.7,5.9,32.3,59.5,양품
LOT01001,2호기,B조,다공업체,197.0,36.06,164.8,6.59,30.5,58.6,불량
LOT01002,2호기,B조,나공업체,188.4,44.43,141.8,6.31,33.1,48.0,양품
LOT01003,3호기,B조,가공업체,199.9,48.89,151.8,6.63,30.1,84.2,양품
LOT01004,3호기,B조,가공업체,185.4,43.08,145.0,7.03,33.8,55.2,양품
LOT01005,1호기,C조,나공업체,186.6,41.61,156.8,7.13,36.7,60.5,양품
LOT01006,4호기,B조,나공업체,205.2,37.14,151.5,6.63,52.1,68.4,불량
LOT01007,2호기,C조,다공업체,182.3,36.14,134.9,6.08,48.0,46.4,양품
LOT01008,1호기,B조,가공업체,172.9,45.58,162.4,6.73,48.7,66.9,양품
LOT01009,1호기,B조,다공업체,175.4,36.25,137.1,5.43,33.2,45.4,양품
LOT01010,2호기,C조,가공업체,191.6,41.27,155.0,7.32,31.2,62.0,양품
LOT01011,4호기,B조,가공업체,184.6,41.54,172.1,7.03,44.2,68.3,양품
LOT01012,3호기,C조,나공업체,203.2,29.59,124.2,6.7,28.4,49.2,불량
LOT01013,2호기,A조,가공업체,210.1,44.12,169.9,5.39,42.5,71.6,양품
LOT01014,3호기,C조,나공업체,177.7,38.95,154.6,6.32,21.4,45.8,양품
LOT01015,3호기,A조,다공업체,177.7,42.38,155.3,5.94,33.1,59.6,불량
LOT01016,1호기,B조,가공업체,181.0,32.01,164.1,5.94,45.8,50.8,양품
LOT01017,2호기,A조,나공업체,199.0,34.65,151.9,6.62,27.7,86.7,양품
LOT01018,1호기,C조,나공업체,204.3,45.23,146.0,6.98,49.3,62.2,양품
LOT01019,1호기,A조,가공업체,225.5,34.92,170.3,5.17,36.5,43.5,양품
LOT01020,4호기,C조,나공업체,196.1,25.57,180.6,6.0,34.6,50.4,양품
LOT01021,3호기,C조,나공업체,190.7,29.97,138.1,5.74,40.4,61.5,양품
LOT01022,1호기,B조,가공업체,202.9,43.78,150.5,5.5,57.0,60.4,양품
LOT01023,1호기,C조,다공업체,202.7,36.96,122.3,5.84,37.9,34.5,양품
LOT01024,2호기,A조,다공업체,175.9,49.24,144.9,5.14,28.4,69.3,불량
LOT01025,2호기,A조,다공업체,198.3,38.62,175.9,7.01,29.2,67.6,양품
LOT01026,1호기,C조,나공업체,193.5,43.9,159.0,6.4,44.6,88.5,양품
LOT01027,1호기,A조,다공업체,178.1,51.65,137.7,6.59,41.3,56.7,양품
LOT01028,1호기,B조,가공업체,210.1,46.36,156.9,6.03,36.6,39.6,불량
LOT01029,3호기,C조,다공업체,190.2,54.11,118.7,6.34,43.8,55.4,양품
LOT01030,2호기,A조,나공업체,161.6,48.86,134.9,5.98,18.3,34.4,양품
LOT01031,1호기,A조,나공업체,195.6,51.59,141.2,6.29,36.8,50.4,양품
LOT01032,1호기,B조,가공업체,186.7,37.46,149.9,6.38,42.3,20.0,양품
LOT01033,3호기,C조,가공업체,197.2,43.11,124.6,6.31,42.2,64.2,양품
LOT01034,3호기,C조,나공업체,216.3,49.69,129.4,6.07,34.2,63.9,양품
LOT01035,2호기,A조,나공업체,195.9,49.02,116.9,6.89,30.5,71.8,양품
LOT01036,2호기,C조,나공업체,188.0,33.96,127.6,5.17,45.8,68.0,불량
LOT01037,3호기,B조,나공업체,187.7,48.36,151.7,5.62,27.6,36.9,불량
LOT01038,4호기,C조,가공업체,202.3,42.58,138.7,5.44,51.7,84.1,양품
LOT01039,3호기,C조,가공업체,165.4,40.86,117.1,6.13,30.6,57.0,불량
LOT01040,2호기,B조,가공업체,164.1,43.04,,6.72,38.0,60.0,양품
LOT01041,1호기,C조,다공업체,181.7,35.48,143.4,5.6,19.9,30.1,양품
LOT01042,4호기,C조,나공업체,175.2,42.34,163.1,3.95,30.7,60.2,양품
LOT01043,1호기,A조,가공업체,181.5,41.22,135.9,6.33,35.2,54.9,양품
LOT01044,1호기,B조,가공업체,197.3,38.58,128.8,6.21,37.8,49.5,양품
LOT01045,1호기,C조,가공업체,202.3,42.87,152.1,5.43,30.0,56.0,양품
LOT01046,2호기,B조,나공업체,165.1,56.4,148.0,4.85,32.1,48.0,불량
LOT01047,3호기,C조,나공업체,172.8,45.77,162.2,6.17,45.9,69.5,양품
LOT01048,3호기,A조,가공업체,181.6,46.8,158.4,5.47,43.3,49.7,양품
LOT01049,3호기,C조,가공업체,194.8,42.07,155.4,5.56,38.1,47.6,양품
LOT01050,2호기,B조,가공업체,199.4,38.02,152.3,5.65,35.7,46.5,불량
LOT01051,4호기,B조,다공업체,173.7,42.1,119.7,5.33,39.2,71.2,불량
LOT01052,3호기,A조,가공업체,177.5,46.78,141.5,6.44,42.1,74.1,양품
LOT01053,2호기,A조,다공업체,178.7,39.81,,5.96,48.5,44.6,양품
LOT01054,3호기,C조,다공업체,183.1,44.91,169.7,5.8,41.5,59.3,양품
LOT01055,1호기,A조,가공업체,169.2,37.64,168.4,6.74,53.1,55.5,양품
LOT01056,2호기,A조,나공업체,212.4,42.56,120.1,6.19,31.6,75.2,불량
LOT01057,3호기,B조,가공업체,184.4,43.81,145.1,5.57,41.1,36.5,불량
LOT01058,3호기,A조,가공업체,180.3,49.51,,4.71,33.3,42.8,양품
LOT01059,1호기,C조,가공업체,178.3,42.58,,4.84,39.8,43.1,양품
LOT01060,4호기,A조,나공업체,151.5,56.99,166.9,7.69,40.7,36.1,양품
LOT01061,4호기,B조,다공업체,177.3,41.41,140.6,6.47,10.5,66.4,불량
LOT01062,3호기,C조,가공업체,163.1,46.74,153.4,6.54,41.9,49.5,불량
LOT01063,3호기,A조,나공업체,210.3,36.68,150.7,5.33,36.1,57.4,양품
LOT01064,3호기,A조,가공업체,211.7,43.64,157.6,5.63,28.8,37.7,불량
LOT01065,1호기,C조,가공업체,185.7,36.21,145.4,6.76,35.4,49.8,양품
LOT01066,3호기,C조,다공업체,175.2,40.88,142.1,7.03,35.2,66.0,양품
LOT01067,1호기,B조,나공업체,180.2,39.18,127.7,6.29,38.3,51.4,양품
LOT01068,3호기,C조,가공업체,199.9,31.43,192.7,4.82,42.5,70.0,양품
LOT01069,2호기,B조,나공업체,177.5,48.97,143.2,4.51,40.9,41.3,양품
LOT01070,2호기,A조,가공업체,199.7,53.24,130.5,6.35,25.1,61.5,불량
LOT01071,2호기,C조,가공업체,203.6,38.87,145.2,6.45,28.7,66.9,불량
LOT01072,2호기,A조,나공업체,164.3,40.56,174.0,5.98,48.2,76.1,양품
LOT01073,3호기,B조,가공업체,190.9,39.56,176.5,5.73,33.4,65.5,양품
LOT01074,4호기,B조,가공업체,199.1,41.62,,4.55,52.4,43.4,불량
LOT01075,3호기,A조,다공업체,197.1,43.69,149.9,6.37,38.4,59.6,양품
LOT01076,3호기,C조,다공업체,180.6,47.48,154.0,5.28,28.0,69.2,양품
LOT01077,1호기,C조,가공업체,195.4,52.89,158.2,6.37,31.4,46.4,양품
LOT01078,3호기,C조,가공업체,185.7,51.08,154.7,4.74,33.6,46.1,불량
LOT01079,1호기,A조,가공업체,190.1,42.81,162.6,7.8,28.2,53.1,양품
LOT01080,3호기,B조,나공업체,195.3,39.73,150.8,7.38,27.6,61.8,양품
LOT01081,3호기,B조,가공업체,183.7,42.27,138.7,5.43,35.3,49.1,양품
LOT01082,3호기,B조,가공업체,158.4,45.97,145.7,6.54,48.7,48.9,불량
LOT01083,1호기,B조,다공업체,181.8,36.08,136.5,5.38,33.8,74.5,불량
LOT01084,3호기,B조,다공업체,173.8,43.65,163.1,5.54,50.1,52.7,양품
LOT01085,3호기,A조,가공업체,169.1,35.91,85.8,6.43,46.1,51.5,불량
LOT01086,1호기,B조,가공업체,173.4,38.77,168.5,7.56,25.9,33.9,양품
LOT01087,2호기,A조,가공업체,195.8,40.4,94.7,6.67,45.4,65.3,양품
LOT01088,2호기,B조,나공업체,195.3,49.8,120.3,5.73,21.6,57.3,양품
LOT01089,2호기,C조,나공업체,158.7,39.98,137.7,6.06,47.6,53.1,양품
LOT01090,3호기,B조,가공업체,191.9,43.34,148.0,5.22,47.6,57.3,양품
LOT01091,2호기,C조,가공업체,169.1,41.65,133.1,5.39,45.5,67.0,양품
LOT01092,3호기,C조,나공업체,180.5,37.09,136.7,7.13,28.8,54.0,양품
LOT01093,1호기,C조,가공업체,160.3,35.52,109.8,6.9,51.1,49.2,불량
LOT01094,2호기,B조,나공업체,200.6,37.42,170.0,4.66,28.0,40.1,양품
LOT01095,2호기,C조,나공업체,192.0,36.93,135.8,6.0,42.5,45.1,불량
LOT01096,2호기,A조,나공업체,174.9,34.12,148.4,7.28,43.9,78.1,양품
LOT01097,2호기,A조,가공업체,158.6,38.24,151.2,4.79,25.6,68.5,불량
LOT01098,1호기,A조,가공업체,189.4,44.79,170.8,6.12,47.2,48.6,양품
LOT01099,1호기,C조,가공업체,180.3,47.97,,6.68,52.1,60.4,양품
