고객번호,가입일,연령,성별,거주지역,카드등급,가입기간_개월,신용점수,월평균이용금액,최근3개월평균이용금액,이용가맹점수,온라인이용비율,리볼빙사용여부,연체횟수_최근1년,콜센터문의횟수_최근6개월,해지여부
CUST000673,2019-06-06,41.0,여성,수도권,일반,84.8,720.0,1433000.0,1346000.0,9,0.353,미사용,1,1,유지
CUST000674,2023-08-16,25.0,남성,충청,골드,34.5,766.0,1160000.0,848000.0,15,0.282,미사용,0,1,유지
CUST000675,2018-09-13,44.0,여성,충청,플래티넘,93.5,646.0,263000.0,175000.0,15,0.723,미사용,0,2,유지
CUST000676,2022-11-15,53.0,남성,충청,일반,43.5,720.0,412000.0,390000.0,17,0.647,미사용,1,1,해지
CUST000677,2018-11-03,53.0,여성,수도권,일반,91.9,,464000.0,391000.0,16,0.174,미사용,0,0,해지
CUST000678,2021-03-14,51.0,여성,수도권,일반,63.5,561.0,125000.0,144000.0,14,0.274,미사용,0,0,해지
CUST000679,2021-04-08,36.0,여성,강원,골드,62.7,628.0,606000.0,304000.0,17,0.44,미사용,2,1,해지
CUST000680,2022-01-19,32.0,남성,강원,플래티넘,53.3,616.0,505000.0,619000.0,18,0.274,미사용,0,0,해지
CUST000681,2023-08-30,47.0,여성,수도권,일반,34.0,714.0,576000.0,722000.0,11,0.74,미사용,0,0,유지
CUST000682,2018-05-07,52.0,남성,수도권,플래티넘,97.8,,527000.0,623000.0,7,0.44,미사용,0,1,유지
CUST000683,2023-02-09,19.0,여성,수도권,일반,40.6,565.0,411000.0,202000.0,18,0.658,미사용,0,1,해지
CUST000684,2023-05-06,37.0,여성,호남,일반,37.8,627.0,393000.0,375000.0,14,0.475,미사용,0,2,유지
CUST000685,2025-04-22,29.0,남성,수도권,일반,14.3,,576000.0,624000.0,19,0.118,사용,0,2,유지
CUST000686,2018-08-26,45.0,여성,영남,플래티넘,94.1,779.0,120000.0,107000.0,18,0.403,사용,0,1,유지
CUST000687,2020-04-06,38.0,남성,충청,일반,74.8,441.0,322000.0,229000.0,14,0.869,미사용,1,1,해지
CUST000688,2021-12-27,55.0,남성,수도권,일반,54.1,635.0,534000.0,560000.0,14,0.513,사용,0,0,유지
CUST000689,2020-07-27,49.0,남성,영남,일반,71.1,635.0,448000.0,428000.0,25,0.323,미사용,0,1,해지
CUST000690,2022-04-19,61.0,여성,수도권,일반,50.4,553.0,355000.0,117000.0,10,0.364,미사용,1,2,해지
CUST000691,2022-02-23,47.0,여성,제주,일반,52.2,806.0,682000.0,635000.0,17,0.525,미사용,0,0,유지
CUST000692,2018-06-19,35.0,남성,호남,골드,96.4,870.0,306000.0,234000.0,9,0.423,미사용,1,0,유지
CUST000693,2025-08-01,45.0,여성,충청,골드,10.9,643.0,740000.0,622000.0,17,0.709,미사용,0,1,해지
CUST000694,2020-11-20,50.0,여성,수도권,골드,67.3,781.0,362000.0,299000.0,13,0.128,미사용,1,1,유지
CUST000695,2020-07-17,35.0,남성,영남,골드,71.4,608.0,322000.0,321000.0,12,0.325,미사용,0,1,유지
CUST000696,2019-12-19,25.0,여성,충청,일반,78.4,619.0,401000.0,422000.0,9,0.365,미사용,1,0,유지
CUST000697,2018-11-26,55.0,남성,수도권,플래티넘,91.1,739.0,344000.0,140000.0,16,0.022,사용,0,2,해지
CUST000698,2023-04-23,26.0,남성,수도권,일반,38.2,631.0,518000.0,331000.0,7,0.642,사용,0,0,유지
CUST000699,2024-04-13,38.0,여성,영남,골드,26.5,529.0,132000.0,120000.0,10,0.574,미사용,0,1,유지
CUST000700,2018-03-06,19.0,남성,호남,일반,99.8,620.0,1196000.0,1320000.0,10,0.31,미사용,0,0,유지
CUST000701,2025-06-03,41.0,여성,수도권,골드,12.9,699.0,362000.0,336000.0,10,0.478,미사용,1,0,유지
CUST000702,2019-01-14,33.0,여성,수도권,일반,89.5,772.0,822000.0,1035000.0,8,0.791,미사용,0,3,유지
CUST000703,2025-08-29,37.0,남성,수도권,일반,10.0,625.0,470000.0,248000.0,15,0.429,미사용,0,0,해지
CUST000704,2025-05-07,52.0,여성,영남,일반,13.8,753.0,356000.0,479000.0,17,0.676,사용,0,1,유지
CUST000705,2022-12-15,46.0,남성,충청,플래티넘,42.5,557.0,762000.0,685000.0,8,0.703,미사용,0,4,유지
CUST000706,2021-07-16,54.0,남성,수도권,일반,59.5,643.0,706000.0,586000.0,13,,미사용,0,0,유지
CUST000707,2023-06-15,34.0,남성,영남,골드,36.5,798.0,435000.0,352000.0,11,0.282,사용,0,0,유지
CUST000708,2021-02-15,66.0,여성,수도권,일반,64.4,778.0,432000.0,227000.0,17,0.526,미사용,0,1,유지
CUST000709,2021-04-22,26.0,여성,수도권,골드,62.3,752.0,309000.0,335000.0,17,0.209,미사용,0,1,유지
CUST000710,2018-04-02,34.0,남성,영남,골드,98.9,526.0,211000.0,155000.0,24,0.419,사용,1,0,유지
CUST000711,2020-05-22,48.0,여성,수도권,골드,73.3,615.0,373000.0,298000.0,15,0.715,미사용,0,1,유지
CUST000712,2023-06-27,28.0,여성,강원,골드,36.1,742.0,839000.0,999000.0,15,0.28,미사용,0,1,유지
CUST000713,2020-05-16,19.0,여성,수도권,일반,73.5,711.0,139000.0,121000.0,13,0.19,미사용,1,1,유지
CUST000714,2018-01-26,21.0,남성,충청,일반,101.1,820.0,253000.0,199000.0,17,0.434,미사용,0,1,유지
CUST000715,2021-08-03,34.0,여성,수도권,일반,58.9,630.0,593000.0,585000.0,9,0.359,미사용,0,1,유지
CUST000716,2018-12-10,50.0,남성,충청,골드,90.6,620.0,267000.0,319000.0,18,0.325,미사용,1,1,유지
CUST000717,2019-12-13,54.0,여성,수도권,블랙,78.5,665.0,427000.0,395000.0,19,0.671,사용,0,1,유지
CUST000718,2022-12-17,44.0,여성,호남,골드,42.4,753.0,359000.0,366000.0,19,0.168,미사용,1,2,유지
CUST000719,2019-06-29,55.0,남성,수도권,일반,84.0,641.0,481000.0,528000.0,9,0.701,미사용,0,1,유지
CUST000720,2023-05-27,40.0,남성,강원,일반,37.1,808.0,294000.0,427000.0,18,0.05,미사용,1,2,유지
CUST000721,2020-10-19,42.0,남성,영남,플래티넘,68.3,500.0,822000.0,699000.0,12,0.624,미사용,0,0,유지
CUST000722,2021-01-13,52.0,남성,충청,일반,65.5,696.0,1000000.0,673000.0,6,0.489,미사용,0,1,유지
CUST000723,2024-12-20,47.0,여성,수도권,일반,18.3,693.0,121000.0,96000.0,8,0.429,사용,1,0,유지
CUST000724,2022-02-21,61.0,남성,수도권,골드,52.2,665.0,360000.0,314000.0,13,0.206,미사용,1,2,유지
CUST000725,2018-05-24,56.0,여성,영남,일반,97.2,621.0,608000.0,620000.0,12,0.749,미사용,0,1,유지
CUST000726,2023-08-08,,여성,충청,플래티넘,34.7,680.0,338000.0,390000.0,15,0.096,미사용,0,1,유지
CUST000727,2021-03-18,50.0,여성,수도권,일반,63.4,740.0,277000.0,326000.0,13,0.486,사용,0,0,유지
CUST000728,2022-10-11,55.0,남성,영남,일반,44.6,594.0,237000.0,279000.0,15,0.48,미사용,1,1,유지
CUST000729,2022-09-06,33.0,남성,호남,플래티넘,45.8,579.0,203000.0,255000.0,16,,미사용,0,1,유지
CUST000730,2021-02-08,44.0,남성,충청,일반,64.7,,469000.0,583000.0,17,0.701,미사용,2,1,유지
CUST000731,2020-07-04,39.0,여성,제주,일반,71.8,587.0,277000.0,256000.0,18,0.262,사용,1,0,유지
CUST000732,2018-01-04,31.0,남성,수도권,골드,101.8,661.0,361000.0,286000.0,18,0.876,사용,0,1,유지
CUST000733,2025-01-06,45.0,남성,수도권,플래티넘,17.7,582.0,492000.0,275000.0,12,0.313,미사용,0,0,유지
CUST000734,2025-03-30,35.0,남성,호남,골드,15.0,867.0,228000.0,250000.0,9,0.194,미사용,1,1,유지
CUST000735,2018-06-06,28.0,여성,호남,블랙,96.8,685.0,267000.0,424000.0,18,0.064,미사용,1,2,유지
CUST000736,2018-02-06,41.0,남성,수도권,일반,100.7,769.0,299000.0,352000.0,14,0.535,미사용,1,1,유지
CUST000737,2023-05-18,50.0,여성,충청,골드,37.4,663.0,548000.0,428000.0,16,0.197,미사용,0,0,해지
CUST000738,2024-11-23,71.0,여성,수도권,일반,19.2,734.0,229000.0,288000.0,15,0.592,미사용,0,0,유지
CUST000739,2019-06-02,53.0,여성,수도권,일반,84.9,,343000.0,282000.0,23,0.605,미사용,0,1,유지
CUST000740,2021-01-09,50.0,여성,강원,골드,65.6,612.0,414000.0,547000.0,16,,미사용,0,1,유지
CUST000741,2024-09-21,39.0,여성,영남,플래티넘,21.3,650.0,612000.0,725000.0,13,0.37,미사용,3,0,유지
CUST000742,2025-06-27,61.0,남성,수도권,블랙,12.1,706.0,307000.0,280000.0,12,0.546,미사용,0,0,유지
CUST000743,2024-03-16,48.0,남성,수도권,일반,27.5,772.0,585000.0,206000.0,15,0.565,미사용,1,0,해지
CUST000744,2024-03-03,26.0,여성,영남,일반,27.9,651.0,360000.0,362000.0,8,0.485,사용,1,2,유지
CUST000745,2021-08-23,43.0,남성,충청,블랙,58.2,727.0,497000.0,376000.0,15,0.214,미사용,1,0,유지
CUST000746,2018-12-06,43.0,여성,수도권,골드,90.8,638.0,698000.0,415000.0,8,0.929,미사용,0,1,해지
CUST000747,2025-05-07,50.0,남성,충청,골드,13.8,748.0,287000.0,202000.0,11,0.377,미사용,1,0,유지
CUST000748,2022-08-21,19.0,여성,수도권,골드,46.3,798.0,252000.0,227000.0,18,0.519,미사용,0,1,유지
CUST000749,2024-10-29,56.0,남성,영남,골드,20.0,775.0,397000.0,495000.0,11,0.738,미사용,0,1,유지
CUST000750,2025-08-23,62.0,여성,수도권,일반,10.2,522.0,160000.0,103000.0,13,0.335,미사용,1,0,해지
CUST000751,2024-02-21,36.0,남성,충청,골드,28.3,681.0,212000.0,236000.0,13,,미사용,0,0,유지
CUST000752,2019-02-20,51.0,남성,제주,일반,88.3,492.0,479000.0,242000.0,13,0.331,미사용,0,1,유지
CUST000753,2019-08-20,32.0,여성,호남,플래티넘,82.3,627.0,270000.0,234000.0,11,0.497,미사용,0,0,유지
CUST000754,2023-07-12,60.0,남성,호남,플래티넘,35.6,824.0,415000.0,513000.0,19,0.585,미사용,0,0,유지
CUST000755,2023-06-09,37.0,여성,수도권,일반,36.7,672.0,271000.0,345000.0,20,0.492,미사용,0,1,해지
CUST000756,2018-11-10,58.0,여성,호남,플래티넘,91.6,503.0,1044000.0,1278000.0,20,0.671,미사용,0,1,유지
CUST000757,2020-07-28,48.0,남성,충청,일반,71.1,562.0,247000.0,182000.0,15,0.558,미사용,0,1,유지
CUST000758,2019-12-26,26.0,남성,수도권,일반,78.1,612.0,366000.0,500000.0,14,0.12,미사용,0,0,유지
CUST000759,2021-02-15,49.0,여성,영남,골드,64.4,737.0,542000.0,458000.0,18,0.071,미사용,1,1,유지
CUST000760,2025-07-09,44.0,남성,수도권,일반,11.7,550.0,586000.0,722000.0,9,0.611,미사용,0,1,유지
CUST000761,2023-01-28,23.0,남성,수도권,골드,41.0,619.0,932000.0,878000.0,19,0.292,미사용,0,2,유지
CUST000762,2021-10-25,42.0,남성,수도권,골드,56.1,553.0,857000.0,979000.0,15,0.09,미사용,1,0,유지
CUST000763,2020-10-29,25.0,남성,충청,일반,68.0,745.0,1872000.0,1259000.0,13,0.902,미사용,0,1,유지
CUST000764,2019-01-03,32.0,남성,수도권,블랙,89.8,803.0,253000.0,287000.0,11,0.814,미사용,1,2,유지
CUST000765,2018-04-09,38.0,여성,호남,플래티넘,98.7,580.0,249000.0,210000.0,17,0.613,미사용,2,0,유지
CUST000766,2021-12-26,44.0,여성,수도권,일반,54.1,615.0,454000.0,409000.0,12,0.079,사용,0,1,해지
CUST000767,2018-03-05,53.0,남성,호남,플래티넘,99.8,606.0,584000.0,511000.0,12,0.2,미사용,1,1,해지
CUST000768,2021-05-23,49.0,여성,호남,골드,61.2,504.0,907000.0,1132000.0,13,0.348,미사용,1,0,유지
CUST000769,2020-04-24,47.0,여성,제주,플래티넘,74.2,615.0,743000.0,772000.0,13,0.232,미사용,0,3,유지
CUST000770,2018-11-17,39.0,여성,충청,일반,91.4,445.0,152000.0,159000.0,13,0.252,미사용,0,0,유지
CUST000771,2020-07-07,45.0,남성,충청,일반,71.7,950.0,319000.0,238000.0,13,0.389,미사용,1,2,유지
CUST000772,2021-11-30,60.0,남성,수도권,플래티넘,55.0,689.0,319000.0,383000.0,17,0.586,사용,0,2,유지
CUST000773,2023-08-01,32.0,남성,호남,골드,35.0,556.0,345000.0,446000.0,17,0.608,사용,0,1,유지
CUST000774,2018-01-28,68.0,여성,수도권,골드,101.0,671.0,730000.0,753000.0,16,0.819,미사용,1,1,유지
CUST000775,2022-02-11,35.0,여성,제주,골드,52.6,562.0,808000.0,1042000.0,12,0.508,미사용,0,0,유지
CUST000776,2021-11-24,50.0,여성,충청,일반,55.2,,512000.0,428000.0,13,0.668,사용,0,0,유지
CUST000777,2021-08-04,26.0,남성,호남,골드,58.8,728.0,447000.0,420000.0,12,0.351,미사용,0,0,유지
CUST000778,2025-05-09,42.0,여성,영남,일반,13.7,833.0,652000.0,435000.0,14,0.418,미사용,0,0,유지
CUST000779,2020-08-30,61.0,여성,수도권,골드,70.0,702.0,612000.0,459000.0,22,0.533,사용,0,1,해지
CUST000780,2018-07-11,36.0,여성,수도권,일반,95.6,660.0,490000.0,313000.0,10,0.225,미사용,0,0,유지
CUST000781,2020-06-21,53.0,남성,수도권,플래티넘,72.3,694.0,617000.0,596000.0,17,0.711,사용,0,2,유지
CUST000782,2024-09-07,44.0,여성,충청,골드,21.7,670.0,383000.0,205000.0,11,0.415,미사용,0,0,해지
CUST000783,2024-05-23,61.0,여성,호남,골드,25.2,798.0,540000.0,397000.0,14,0.56,미사용,0,0,유지
CUST000784,2024-02-07,53.0,여성,수도권,일반,28.7,716.0,495000.0,440000.0,9,0.664,미사용,1,2,유지
CUST000785,2020-11-05,30.0,여성,영남,골드,67.8,644.0,952000.0,1079000.0,11,0.596,미사용,1,1,유지
CUST000786,2019-01-28,42.0,남성,호남,골드,89.0,783.0,218000.0,142000.0,21,0.26,미사용,0,0,유지
CUST000787,2022-04-06,59.0,여성,수도권,일반,50.8,792.0,360000.0,278000.0,12,,미사용,0,0,유지
CUST000788,2021-06-22,43.0,남성,영남,골드,60.2,757.0,244000.0,235000.0,20,0.621,미사용,0,1,유지
CUST000789,2025-08-07,34.0,남성,제주,골드,10.7,813.0,724000.0,864000.0,15,0.364,사용,2,1,유지
CUST000790,2023-10-02,50.0,여성,호남,일반,32.9,558.0,571000.0,622000.0,21,0.438,사용,0,3,해지
CUST000791,2021-02-14,35.0,여성,강원,플래티넘,64.5,516.0,267000.0,227000.0,12,0.997,미사용,0,1,유지
CUST000792,2019-10-27,36.0,남성,영남,플래티넘,80.1,576.0,825000.0,974000.0,19,0.655,사용,0,0,유지
CUST000793,2020-09-29,39.0,남성,제주,일반,69.0,598.0,253000.0,120000.0,13,0.491,미사용,0,2,해지
CUST000794,2019-03-03,34.0,남성,영남,일반,87.9,687.0,1473000.0,1562000.0,14,0.556,미사용,1,0,유지
CUST000795,2020-05-05,34.0,남성,충청,일반,73.8,736.0,283000.0,349000.0,14,0.371,미사용,0,0,유지
CUST000796,2019-06-07,30.0,여성,호남,골드,84.8,738.0,672000.0,500000.0,15,0.658,미사용,0,0,유지
CUST000797,2022-02-28,21.0,여성,수도권,플래티넘,52.0,659.0,448000.0,563000.0,12,0.025,미사용,0,0,유지
CUST000798,2018-08-26,44.0,남성,호남,일반,94.1,814.0,502000.0,239000.0,14,0.264,미사용,1,1,유지
CUST000799,2024-12-07,26.0,여성,호남,일반,18.7,657.0,1561000.0,1516000.0,16,0.537,미사용,0,3,유지
CUST000800,2023-04-15,35.0,남성,충청,일반,38.5,732.0,317000.0,392000.0,10,0.501,미사용,0,0,유지
CUST000801,2021-08-11,33.0,여성,수도권,골드,58.6,685.0,693000.0,589000.0,18,0.518,미사용,1,0,해지
CUST000802,2021-11-09,42.0,남성,충청,플래티넘,55.7,818.0,329000.0,172000.0,15,0.751,미사용,0,2,유지
CUST000803,2018-10-18,35.0,남성,수도권,일반,92.4,609.0,244000.0,267000.0,16,0.767,사용,0,0,유지
CUST000804,2024-03-15,26.0,여성,호남,골드,27.5,626.0,433000.0,379000.0,17,0.661,미사용,0,0,유지
CUST000805,2024-06-01,56.0,남성,수도권,일반,24.9,,577000.0,578000.0,15,0.579,사용,0,1,유지
CUST000806,2024-01-11,33.0,여성,충청,골드,29.6,741.0,383000.0,276000.0,13,0.412,사용,1,1,해지
CUST000807,2022-08-04,56.0,여성,수도권,플래티넘,46.8,806.0,253000.0,274000.0,13,0.406,미사용,0,2,유지
CUST000808,2020-04-11,43.0,여성,수도권,블랙,74.6,768.0,165000.0,194000.0,13,0.025,미사용,0,0,유지
CUST000809,2023-08-24,34.0,여성,수도권,일반,34.2,512.0,168000.0,186000.0,14,0.689,사용,1,2,유지
CUST000810,2018-03-31,49.0,남성,수도권,일반,99.0,658.0,623000.0,513000.0,8,0.718,사용,1,1,해지
CUST000811,2020-03-22,46.0,남성,충청,골드,75.3,661.0,298000.0,334000.0,11,0.829,미사용,0,0,유지
CUST000812,2024-12-31,35.0,여성,영남,일반,17.9,,255000.0,248000.0,14,0.349,사용,0,3,해지
CUST000813,2025-08-23,41.0,남성,호남,플래티넘,10.2,811.0,563000.0,477000.0,14,0.492,사용,1,0,유지
CUST000814,2023-06-26,56.0,여성,수도권,일반,36.1,753.0,406000.0,424000.0,17,0.393,사용,0,1,유지
CUST000815,2025-05-23,26.0,여성,충청,골드,13.2,666.0,408000.0,367000.0,12,0.486,사용,0,0,유지
CUST000816,2023-01-17,37.0,남성,수도권,일반,41.4,648.0,754000.0,843000.0,13,0.648,미사용,0,0,유지
CUST000817,2023-03-30,54.0,남성,수도권,골드,39.0,743.0,58000.0,50000.0,16,0.749,미사용,0,0,유지
CUST000818,2018-04-15,46.0,남성,수도권,플래티넘,98.5,752.0,250000.0,203000.0,12,0.31,사용,0,2,유지
CUST000819,2020-06-07,38.0,여성,수도권,플래티넘,72.7,730.0,600000.0,688000.0,12,0.485,미사용,0,0,유지
CUST000820,2020-07-04,54.0,여성,수도권,일반,71.8,744.0,683000.0,858000.0,11,0.267,미사용,0,1,유지
CUST000821,2024-10-01,34.0,여성,수도권,플래티넘,20.9,741.0,542000.0,298000.0,8,0.462,미사용,0,0,해지
CUST000822,2020-12-21,49.0,여성,수도권,골드,66.3,531.0,169000.0,212000.0,12,,미사용,0,0,유지
CUST000823,2025-03-18,30.0,남성,영남,플래티넘,15.4,744.0,232000.0,184000.0,17,0.239,미사용,1,1,유지
CUST000824,2021-09-16,36.0,남성,수도권,플래티넘,57.4,702.0,319000.0,390000.0,8,0.583,미사용,0,0,해지
CUST000825,2021-01-02,38.0,남성,수도권,일반,65.9,789.0,213000.0,224000.0,19,0.395,미사용,1,2,해지
CUST000826,2025-06-12,30.0,여성,수도권,일반,12.6,775.0,231000.0,286000.0,21,0.2,미사용,0,1,유지
CUST000827,2019-01-28,41.0,남성,제주,일반,89.0,694.0,396000.0,151000.0,15,0.647,사용,0,0,해지
CUST000828,2021-07-07,79.0,남성,호남,일반,59.8,692.0,207000.0,117000.0,18,0.469,미사용,0,1,해지
CUST000829,2023-01-16,55.0,여성,충청,골드,41.4,592.0,553000.0,604000.0,8,,미사용,0,0,유지
CUST000830,2018-05-02,35.0,여성,강원,일반,97.9,931.0,732000.0,619000.0,16,0.611,미사용,1,0,유지
CUST000831,2021-12-08,57.0,남성,호남,일반,54.7,736.0,720000.0,842000.0,8,0.662,미사용,1,1,유지
CUST000832,2023-11-14,48.0,남성,수도권,블랙,31.5,754.0,464000.0,486000.0,15,1.0,사용,0,1,유지
CUST000833,2022-04-09,52.0,여성,수도권,골드,50.7,810.0,638000.0,639000.0,19,0.491,미사용,0,1,유지
CUST000834,2019-01-21,45.0,여성,수도권,골드,89.3,810.0,507000.0,368000.0,15,0.69,미사용,0,1,유지
CUST000835,2025-03-25,43.0,여성,수도권,플래티넘,15.2,735.0,343000.0,344000.0,15,0.651,미사용,0,0,유지
CUST000836,2024-10-07,52.0,남성,수도권,골드,20.7,732.0,386000.0,239000.0,11,0.779,미사용,2,0,유지
CUST000837,2025-04-27,33.0,여성,수도권,블랙,14.1,744.0,734000.0,491000.0,15,0.431,미사용,1,0,유지
CUST000838,2021-03-09,48.0,남성,제주,골드,63.7,880.0,280000.0,228000.0,8,0.437,미사용,0,1,유지
CUST000839,2023-05-08,54.0,여성,호남,블랙,37.7,903.0,342000.0,275000.0,7,,미사용,0,1,유지
CUST000840,2018-12-13,36.0,남성,수도권,일반,90.5,801.0,1803000.0,1818000.0,24,0.035,미사용,1,1,유지
CUST000841,2020-06-24,44.0,남성,수도권,일반,72.2,685.0,317000.0,256000.0,14,0.575,미사용,1,1,해지
CUST000842,2023-01-25,51.0,여성,수도권,일반,41.1,669.0,314000.0,387000.0,9,0.766,사용,0,1,유지
CUST000843,2021-03-15,56.0,남성,영남,골드,63.5,748.0,587000.0,492000.0,25,0.0,미사용,0,1,유지
CUST000844,2024-04-30,39.0,남성,수도권,플래티넘,26.0,642.0,235000.0,105000.0,12,0.49,미사용,0,2,유지
CUST000845,2022-12-31,23.0,여성,수도권,골드,42.0,659.0,973000.0,1146000.0,10,0.415,미사용,1,3,유지
CUST000846,2018-12-02,52.0,여성,수도권,골드,90.9,686.0,509000.0,452000.0,12,0.767,미사용,2,4,유지
CUST000847,2024-12-18,43.0,여성,호남,골드,18.4,563.0,434000.0,427000.0,13,0.384,사용,0,2,유지
CUST000848,2020-03-10,55.0,여성,호남,골드,75.7,644.0,196000.0,243000.0,15,0.489,미사용,0,1,유지
CUST000849,2019-02-28,37.0,남성,영남,블랙,88.0,776.0,563000.0,448000.0,17,0.486,미사용,0,1,유지
CUST000850,2019-02-08,31.0,남성,수도권,블랙,88.7,,294000.0,189000.0,12,0.874,사용,0,0,유지
CUST000851,2021-09-13,42.0,남성,수도권,플래티넘,57.5,643.0,388000.0,388000.0,16,0.265,미사용,1,1,유지
CUST000852,2021-10-01,79.0,남성,호남,일반,56.9,746.0,528000.0,486000.0,11,0.437,미사용,0,1,유지
CUST000853,2024-07-22,45.0,여성,영남,일반,23.3,823.0,351000.0,272000.0,6,0.278,사용,0,3,유지
CUST000854,2021-10-18,63.0,남성,강원,일반,56.4,563.0,365000.0,323000.0,11,0.549,미사용,1,1,해지
CUST000855,2018-12-14,49.0,남성,영남,일반,90.5,827.0,1358000.0,1639000.0,16,0.61,미사용,0,1,유지
CUST000856,2020-04-07,19.0,여성,영남,플래티넘,74.7,644.0,351000.0,327000.0,14,0.793,미사용,0,1,유지
CUST000857,2018-02-13,52.0,여성,수도권,플래티넘,100.5,,395000.0,372000.0,11,0.598,미사용,1,1,유지
CUST000858,2024-03-07,38.0,남성,충청,골드,27.8,,272000.0,221000.0,12,0.486,미사용,0,1,유지
CUST000859,2023-07-18,54.0,남성,영남,골드,35.4,738.0,356000.0,457000.0,8,0.548,미사용,0,1,유지
CUST000860,2022-03-13,44.0,여성,수도권,일반,51.6,731.0,705000.0,569000.0,17,0.353,미사용,1,2,유지
CUST000861,2024-07-31,52.0,여성,충청,골드,23.0,688.0,818000.0,1188000.0,10,0.508,미사용,0,0,유지
CUST000862,2019-10-14,31.0,여성,호남,골드,80.5,774.0,773000.0,498000.0,19,0.465,미사용,0,0,해지
CUST000863,2023-06-08,47.0,남성,호남,일반,36.7,780.0,288000.0,349000.0,11,0.526,미사용,0,0,유지
CUST000864,2023-09-13,35.0,여성,수도권,골드,33.5,666.0,945000.0,856000.0,18,0.518,미사용,1,0,해지
CUST000865,2024-08-25,41.0,여성,영남,플래티넘,22.1,666.0,356000.0,315000.0,4,0.809,미사용,0,0,유지
CUST000866,2023-12-30,41.0,남성,호남,골드,30.0,629.0,232000.0,330000.0,12,0.61,사용,1,0,유지
CUST000867,2021-06-04,20.0,여성,영남,일반,60.8,692.0,397000.0,472000.0,12,0.955,미사용,0,0,유지
CUST000868,2020-10-23,20.0,남성,충청,블랙,68.2,762.0,250000.0,272000.0,12,0.383,미사용,0,1,해지
CUST000869,2025-06-13,24.0,여성,호남,일반,12.5,564.0,299000.0,318000.0,22,0.586,미사용,1,1,유지
CUST000870,2024-07-04,23.0,여성,영남,일반,23.9,819.0,326000.0,197000.0,16,0.676,미사용,1,3,유지
CUST000871,2025-07-27,24.0,남성,제주,일반,11.1,764.0,416000.0,312000.0,19,0.338,사용,1,1,해지
CUST000872,2023-11-26,45.0,여성,강원,일반,31.1,601.0,749000.0,656000.0,17,0.534,미사용,0,1,유지
CUST000873,2020-07-29,41.0,남성,충청,일반,71.0,659.0,442000.0,605000.0,14,0.769,미사용,1,1,유지
CUST000874,2022-11-02,19.0,여성,충청,골드,43.9,798.0,678000.0,614000.0,15,0.954,미사용,0,1,유지
CUST000875,2025-04-22,45.0,남성,영남,일반,14.3,737.0,428000.0,262000.0,8,0.0,미사용,0,0,해지
CUST000876,2023-02-08,65.0,남성,영남,골드,40.7,716.0,512000.0,189000.0,15,0.344,미사용,1,2,해지
CUST000877,2019-07-20,29.0,남성,수도권,골드,83.3,754.0,491000.0,415000.0,20,0.667,사용,0,0,유지
CUST000878,2019-10-14,55.0,여성,제주,블랙,80.5,748.0,162000.0,165000.0,10,0.526,미사용,0,1,유지
CUST000879,2024-05-18,55.0,여성,충청,골드,25.4,526.0,492000.0,418000.0,12,0.153,미사용,0,0,유지
CUST000880,2022-09-13,19.0,남성,수도권,골드,45.5,565.0,273000.0,234000.0,12,0.516,미사용,0,0,해지
CUST000881,2025-07-01,51.0,여성,충청,플래티넘,12.0,664.0,390000.0,208000.0,23,0.555,미사용,1,2,해지
CUST000882,2024-06-19,64.0,여성,호남,블랙,24.3,711.0,519000.0,506000.0,22,0.308,사용,0,0,유지
CUST000883,2020-11-01,44.0,남성,수도권,플래티넘,67.9,707.0,716000.0,745000.0,16,0.312,미사용,0,0,유지
CUST000884,2025-04-24,48.0,여성,수도권,일반,14.2,744.0,323000.0,314000.0,16,0.714,미사용,0,4,해지
CUST000885,2020-02-06,23.0,남성,제주,플래티넘,76.7,585.0,791000.0,805000.0,18,0.619,미사용,0,0,유지
CUST000886,2021-05-30,19.0,남성,영남,일반,61.0,779.0,898000.0,848000.0,15,,사용,1,1,해지
CUST000887,2021-10-17,45.0,여성,호남,일반,56.4,887.0,619000.0,570000.0,17,0.629,사용,0,1,유지
CUST000888,2020-10-30,46.0,남성,제주,골드,68.0,709.0,88000.0,69000.0,9,0.616,사용,0,1,해지
CUST000889,2021-05-24,48.0,여성,호남,일반,61.2,711.0,526000.0,545000.0,21,0.896,사용,1,0,유지
CUST000890,2019-05-17,33.0,여성,수도권,일반,85.4,674.0,837000.0,707000.0,13,0.227,미사용,0,0,유지
CUST000891,2020-06-27,68.0,여성,호남,일반,72.1,755.0,170000.0,195000.0,17,0.245,사용,0,0,유지
CUST000892,2022-05-23,24.0,여성,수도권,일반,49.2,605.0,153000.0,111000.0,13,0.549,미사용,0,0,유지
CUST000893,2020-07-03,31.0,남성,영남,일반,71.9,810.0,401000.0,391000.0,17,,미사용,0,0,유지
CUST000894,2024-11-04,52.0,남성,호남,골드,19.8,713.0,361000.0,329000.0,19,0.595,미사용,0,1,유지
CUST000895,2023-12-12,43.0,여성,영남,블랙,30.6,619.0,164000.0,186000.0,14,0.259,미사용,0,1,유지
CUST000896,2020-03-09,39.0,남성,수도권,일반,75.7,565.0,357000.0,310000.0,18,0.624,미사용,2,0,유지
CUST000897,2019-08-20,52.0,여성,수도권,플래티넘,82.3,619.0,194000.0,92000.0,18,0.307,미사용,0,0,해지
